,Dim1,Dim2,label
0,-82.11682891845703,-58.64797592163086,1.0
1,22.114486694335938,92.71343994140625,0.0
2,-117.16565704345703,3.407849073410034,1.0
3,38.73872375488281,-111.02924346923828,4.0
4,33.491329193115234,107.23358154296875,0.0
5,18.110809326171875,70.2669906616211,0.0
6,90.1746597290039,-27.091228485107422,7.0
7,42.17311477661133,-6.519948482513428,3.0
8,-11.898810386657715,-55.58354949951172,5.0
9,15.366697311401367,41.49862289428711,3.0
10,-26.749155044555664,-42.60268783569336,8.0
11,26.32430648803711,-32.91057205200195,9.0
12,-83.31838989257812,-4.592602252960205,1.0
13,73.22509002685547,21.062297821044922,3.0
14,12.149008750915527,43.59500503540039,3.0
15,-80.62018585205078,-21.56571388244629,1.0
16,-52.556392669677734,16.797983169555664,2.0
17,39.70304489135742,67.73336029052734,0.0
18,95.33074188232422,-2.657538652420044,7.0
19,42.14173126220703,32.427284240722656,5.0
20,-40.72724914550781,-25.66455841064453,8.0
21,-83.62712097167969,77.16738891601562,6.0
22,-49.57837677001953,16.879945755004883,2.0
23,33.02222442626953,109.7831039428711,0.0
24,-57.869163513183594,17.96872329711914,2.0
25,59.857383728027344,43.34624481201172,3.0
26,-30.62415313720703,108.56663513183594,6.0
27,23.312807083129883,-30.550100326538086,9.0
28,27.32265853881836,-50.67439651489258,9.0
29,94.12226867675781,-42.53267288208008,7.0
30,-41.01795959472656,-33.639339447021484,8.0
31,51.19998550415039,-87.47457122802734,9.0
32,-11.73762321472168,-100.00647735595703,4.0
33,30.879417419433594,-47.98139190673828,9.0
34,-66.27098846435547,-3.4878315925598145,2.0
35,-107.24141693115234,15.674689292907715,1.0
36,26.533910751342773,7.237497806549072,3.0
37,-109.7361068725586,-30.40478515625,1.0
38,-101.6245346069336,-38.478633880615234,1.0
39,-3.0825271606445312,-81.44284057617188,4.0
40,10.030513763427734,3.595651626586914,9.0
41,-115.90345001220703,-0.8699554204940796,1.0
42,17.85860824584961,-103.84825134277344,4.0
43,69.22467803955078,-75.5802993774414,4.0
44,-81.31077575683594,39.75432586669922,2.0
45,-74.53158569335938,85.80105590820312,6.0
46,33.16415786743164,-3.5765910148620605,3.0
47,98.11004638671875,-35.65892028808594,7.0
48,100.44398498535156,18.54477882385254,7.0
49,2.567694664001465,-90.21529388427734,4.0
50,83.27664947509766,-49.2725944519043,7.0
51,41.32809829711914,32.605430603027344,5.0
52,-97.1039810180664,-6.159465312957764,1.0
53,54.818538665771484,-95.68233489990234,9.0
54,33.70707321166992,95.26216125488281,0.0
55,-81.37993621826172,49.53260803222656,2.0
56,-78.02881622314453,36.119441986083984,2.0
57,22.721084594726562,16.966371536254883,3.0
58,93.52387237548828,10.9323148727417,9.0
59,-84.14295959472656,-16.914369583129883,1.0
60,-23.044973373413086,117.36784362792969,1.0
61,-67.88692474365234,-55.55329513549805,1.0
62,-54.72066116333008,-82.75099182128906,5.0
63,54.099327087402344,99.6978530883789,0.0
64,-43.8601188659668,110.6350326538086,6.0
65,0.3521818518638611,20.099027633666992,3.0
66,18.940166473388672,-101.45516967773438,4.0
67,53.86185836791992,13.491836547851562,8.0
68,-107.03975677490234,-38.239532470703125,1.0
69,4.193509578704834,73.2354965209961,0.0
70,-2.31532883644104,35.3688850402832,3.0
71,26.17110252380371,-62.74630355834961,9.0
72,-15.307409286499023,109.62400817871094,6.0
